Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00002082,PROD00002082,USER00002082,27-06-2023,22-08-2023,Toys,120.71,2,Defective,Returned,56,42,Female,City13,Credit Card,Next-Day,43.13
ORD00002083,PROD00002083,USER00002083,25-12-2023,27-12-2023,Toys,470.32,4,Not as described,Returned,2,54,Male,City22,PayPal,Express,32.69
ORD00002084,PROD00002084,USER00002084,14-02-2023,24-09-2023,Clothing,401.34,2,Wrong item,Returned,222,29,Female,City81,Credit Card,Standard,32.23
ORD00002087,PROD00002087,USER00002087,13-04-2024,18-06-2023,Clothing,110,2,Not as described,Returned,-300,28,Male,City45,Credit Card,Next-Day,25.83
ORD00002089,PROD00002089,USER00002089,26-12-2023,19-02-2023,Home,293.92,2,Not as described,Returned,-310,52,Female,City10,Credit Card,Express,9.56
ORD00002090,PROD00002090,USER00002090,02-12-2023,29-05-2023,Home,248.85,3,Changed mind,Returned,106,70,Female,City74,Gift Card,Express,32.38
ORD00002091,PROD00002091,USER00002091,12-10-2023,22-11-2024,Books,311.17,1,Defective,Returned,348,35,Female,City50,PayPal,Express,3.56
ORD00002095,PROD00002095,USER00002095,26-09-2024,04-09-2024,Electronics,271.36,4,Defective,Returned,-170,28,Female,City69,PayPal,Next-Day,6.18
ORD00002096,PROD00002096,USER00002096,14-04-2024,18-12-2023,Home,47.16,3,Wrong item,Returned,-118,51,Female,City20,PayPal,Express,41.19
ORD00002097,PROD00002097,USER00002097,03-03-2023,08-05-2024,Home,5.27,4,Defective,Returned,521,63,Female,City26,Debit Card,Express,22.11
ORD00002098,PROD00002098,USER00002098,06-11-2023,13-05-2023,Electronics,261.16,4,Wrong item,Returned,-29,25,Male,City59,Gift Card,Express,16.65
ORD00002103,PROD00002103,USER00002103,23-01-2023,15-01-2024,Toys,442.26,4,Defective,Returned,357,40,Male,City78,Gift Card,Express,36.77
ORD00002104,PROD00002104,USER00002104,22-12-2023,05-06-2023,Home,177.41,2,Not as described,Returned,-230,59,Female,City69,Credit Card,Express,19
ORD00002105,PROD00002105,USER00002105,18-12-2024,30-03-2024,Books,70.48,1,Wrong item,Returned,-263,56,Male,City63,Gift Card,Next-Day,30.75
ORD00002111,PROD00002111,USER00002111,26-01-2024,05-09-2024,Electronics,335.96,1,Wrong item,Returned,104,56,Male,City87,PayPal,Standard,48.18
ORD00002113,PROD00002113,USER00002113,18-10-2024,14-10-2024,Electronics,470.65,1,Not as described,Returned,-4,54,Female,City40,PayPal,Standard,24.42
ORD00002115,PROD00002115,USER00002115,13-02-2023,01-03-2023,Home,114.38,2,Wrong item,Returned,-41,24,Female,City51,PayPal,Next-Day,20.75
ORD00002118,PROD00002118,USER00002118,19-03-2024,03-07-2023,Home,54.39,5,Not as described,Returned,-378,22,Female,City21,PayPal,Express,31.31
ORD00002119,PROD00002119,USER00002119,30-05-2024,04-10-2024,Clothing,82.97,3,Defective,Returned,-50,23,Male,City7,Credit Card,Standard,34.92
ORD00002121,PROD00002121,USER00002121,28-12-2024,24-05-2024,Clothing,337.37,2,Not as described,Returned,-218,33,Male,City91,Debit Card,Next-Day,22.03
ORD00002122,PROD00002122,USER00002122,29-09-2024,24-03-2023,Home,246.33,5,Changed mind,Returned,-555,49,Male,City84,Credit Card,Express,40.8
ORD00002124,PROD00002124,USER00002124,04-03-2024,22-01-2024,Toys,498.81,5,Not as described,Returned,-72,62,Male,City33,PayPal,Standard,22.02
ORD00002125,PROD00002125,USER00002125,31-01-2023,21-09-2024,Electronics,452.05,4,Wrong item,Returned,599,36,Female,City75,PayPal,Next-Day,0.21
ORD00002127,PROD00002127,USER00002127,13-04-2023,28-11-2023,Toys,418.07,5,Changed mind,Returned,229,35,Male,City32,Credit Card,Standard,21.13
ORD00002129,PROD00002129,USER00002129,07-03-2023,11-12-2024,Books,419.59,5,Defective,Returned,498,37,Male,City83,Gift Card,Next-Day,11.33
ORD00002134,PROD00002134,USER00002134,07-06-2023,21-05-2023,Home,57.95,4,Changed mind,Returned,-46,45,Male,City10,Gift Card,Next-Day,1.25
ORD00002135,PROD00002135,USER00002135,10-10-2023,18-04-2024,Toys,355.29,5,Not as described,Returned,191,58,Female,City89,Credit Card,Express,40.15
ORD00002136,PROD00002136,USER00002136,05-06-2023,16-05-2023,Home,274.6,3,Defective,Returned,10,30,Female,City62,PayPal,Next-Day,8.78
ORD00002137,PROD00002137,USER00002137,23-07-2024,28-10-2024,Electronics,497.81,4,Defective,Returned,97,20,Female,City72,PayPal,Next-Day,12.05
ORD00002138,PROD00002138,USER00002138,10-02-2024,17-10-2024,Books,480.42,5,Changed mind,Returned,15,66,Male,City21,Gift Card,Standard,44.11
ORD00002139,PROD00002139,USER00002139,06-07-2024,05-12-2023,Books,186.63,5,Defective,Returned,-392,41,Male,City94,Debit Card,Standard,39.88
ORD00002144,PROD00002144,USER00002144,20-10-2023,01-05-2024,Books,274.23,2,Not as described,Returned,77,61,Female,City97,PayPal,Next-Day,5.11
ORD00002145,PROD00002145,USER00002145,24-07-2023,30-10-2024,Clothing,61.18,3,Changed mind,Returned,464,55,Female,City72,Credit Card,Next-Day,29.17
ORD00002146,PROD00002146,USER00002146,11-11-2023,27-10-2024,Books,90.44,5,Wrong item,Returned,351,32,Male,City65,Credit Card,Express,46.17
ORD00002147,PROD00002147,USER00002147,28-10-2023,15-12-2024,Electronics,144.28,5,Not as described,Returned,414,37,Female,City61,Gift Card,Standard,45.56
ORD00002148,PROD00002148,USER00002148,02-06-2023,11-11-2023,Clothing,475.33,4,Defective,Returned,278,41,Male,City96,Debit Card,Standard,30.83
ORD00002150,PROD00002150,USER00002150,26-12-2023,12-03-2023,Books,148.13,5,Wrong item,Returned,-23,65,Male,City12,PayPal,Express,41.28
ORD00002151,PROD00002151,USER00002151,16-04-2024,29-06-2024,Electronics,47.22,3,Defective,Returned,74,28,Female,City72,Gift Card,Next-Day,49.33
ORD00002152,PROD00002152,USER00002152,30-10-2023,12-05-2024,Electronics,156.38,4,Changed mind,Returned,402,44,Male,City42,Credit Card,Express,25.46
ORD00002155,PROD00002155,USER00002155,18-09-2023,31-01-2023,Toys,100.38,1,Defective,Returned,-230,36,Female,City60,PayPal,Standard,47.03
ORD00002156,PROD00002156,USER00002156,08-06-2024,16-03-2023,Home,29.79,2,Not as described,Returned,-509,62,Female,City83,Debit Card,Standard,28.86
ORD00002157,PROD00002157,USER00002157,10-10-2023,17-01-2023,Books,43.77,5,Defective,Returned,-266,62,Male,City47,Debit Card,Express,7.91
ORD00002159,PROD00002159,USER00002159,16-02-2023,17-11-2024,Electronics,492.41,5,Not as described,Returned,640,57,Male,City97,Debit Card,Standard,40.24
ORD00002161,PROD00002161,USER00002161,16-03-2023,28-01-2023,Toys,148.04,1,Changed mind,Returned,-47,19,Female,City88,PayPal,Next-Day,27.58
ORD00002162,PROD00002162,USER00002162,03-12-2024,02-10-2024,Books,235.47,3,Defective,Returned,-31,23,Female,City16,Credit Card,Express,12.38
ORD00002168,PROD00002168,USER00002168,23-03-2023,05-12-2023,Clothing,340.89,1,Changed mind,Returned,50,64,Female,City27,Debit Card,Express,9.64
ORD00002169,PROD00002169,USER00002169,25-12-2023,21-05-2023,Clothing,347.32,4,Changed mind,Returned,-218,58,Male,City80,PayPal,Standard,42.94
ORD00002171,PROD00002171,USER00002171,08-01-2024,29-12-2024,Toys,241.55,5,Not as described,Returned,150,52,Female,City87,PayPal,Express,44.64
ORD00002175,PROD00002175,USER00002175,30-07-2023,06-01-2024,Electronics,279.02,3,Defective,Returned,307,58,Male,City61,Credit Card,Next-Day,35.21
ORD00002177,PROD00002177,USER00002177,13-04-2023,17-10-2024,Toys,82.18,1,Wrong item,Returned,553,60,Male,City95,Debit Card,Express,11.49
ORD00002179,PROD00002179,USER00002179,30-12-2023,08-06-2023,Electronics,408.88,3,Not as described,Returned,-146,32,Female,City66,Credit Card,Express,19.7
ORD00002181,PROD00002181,USER00002181,21-07-2024,04-05-2024,Books,73.98,1,Wrong item,Returned,-107,63,Female,City74,Debit Card,Standard,10.59
ORD00002183,PROD00002183,USER00002183,23-07-2024,04-01-2023,Electronics,296.48,5,Not as described,Returned,-479,41,Male,City65,Debit Card,Express,8.69
ORD00002187,PROD00002187,USER00002187,03-09-2023,10-07-2024,Toys,275.51,1,Changed mind,Returned,578,22,Female,City43,Credit Card,Standard,30.42
ORD00002190,PROD00002190,USER00002190,31-03-2024,14-05-2023,Home,430.83,2,Changed mind,Returned,-322,54,Male,City41,PayPal,Standard,48.01
ORD00002191,PROD00002191,USER00002191,03-02-2023,01-06-2023,Electronics,305.87,1,Changed mind,Returned,-55,22,Female,City96,Credit Card,Next-Day,43.43
ORD00002193,PROD00002193,USER00002193,12-09-2024,27-02-2023,Electronics,313.25,2,Defective,Returned,-651,60,Female,City88,PayPal,Standard,36.73
ORD00002196,PROD00002196,USER00002196,09-11-2023,17-03-2023,Toys,161.59,2,Not as described,Returned,-178,68,Female,City34,Debit Card,Standard,2.02
ORD00002197,PROD00002197,USER00002197,08-12-2023,12-01-2023,Electronics,420.21,3,Defective,Returned,111,31,Female,City6,Gift Card,Next-Day,3.42
ORD00002198,PROD00002198,USER00002198,09-11-2023,05-06-2023,Electronics,151.17,1,Defective,Returned,-128,19,Male,City17,Gift Card,Next-Day,30.24
ORD00002200,PROD00002200,USER00002200,31-05-2024,21-10-2024,Home,194.49,4,Not as described,Returned,143,68,Female,City80,PayPal,Standard,14.54
ORD00002201,PROD00002201,USER00002201,23-01-2024,16-02-2024,Books,493.42,1,Changed mind,Returned,24,56,Female,City43,PayPal,Express,27.8
ORD00002203,PROD00002203,USER00002203,13-04-2023,07-12-2024,Toys,20.16,5,Not as described,Returned,456,62,Female,City11,PayPal,Next-Day,31.01
ORD00002205,PROD00002205,USER00002205,31-01-2024,28-01-2024,Books,160.15,1,Wrong item,Returned,-3,35,Female,City61,Gift Card,Next-Day,47.91
ORD00002212,PROD00002212,USER00002212,12-08-2023,26-10-2023,Books,82.44,4,Changed mind,Returned,-43,53,Female,City24,PayPal,Standard,33.56
ORD00002213,PROD00002213,USER00002213,24-05-2024,01-04-2023,Toys,172.98,3,Changed mind,Returned,-506,43,Male,City40,Credit Card,Standard,3.38
ORD00002215,PROD00002215,USER00002215,15-09-2024,01-10-2024,Home,360.11,1,Not as described,Returned,-249,46,Male,City44,Debit Card,Standard,17.45
ORD00002216,PROD00002216,USER00002216,09-01-2023,27-07-2024,Books,279.12,4,Changed mind,Returned,330,33,Female,City2,PayPal,Next-Day,34.42
ORD00002217,PROD00002217,USER00002217,21-07-2024,06-02-2024,Electronics,80.83,3,Not as described,Returned,-49,31,Female,City36,Credit Card,Express,32.26
ORD00002219,PROD00002219,USER00002219,21-02-2024,04-10-2023,Toys,172.34,3,Not as described,Returned,-317,26,Female,City39,PayPal,Next-Day,27.1
ORD00002220,PROD00002220,USER00002220,26-12-2024,16-07-2023,Electronics,49.04,4,Wrong item,Returned,-529,70,Female,City44,Gift Card,Standard,7.34
ORD00002221,PROD00002221,USER00002221,20-05-2023,09-08-2024,Toys,260.33,3,Wrong item,Returned,477,20,Female,City79,Gift Card,Next-Day,29.37
ORD00002222,PROD00002222,USER00002222,04-07-2024,04-07-2023,Clothing,182.51,1,Defective,Returned,-366,65,Male,City59,Debit Card,Next-Day,13.08
ORD00002223,PROD00002223,USER00002223,26-06-2023,13-02-2024,Books,445.28,5,Wrong item,Returned,232,64,Female,City12,Debit Card,Express,10.22
ORD00002231,PROD00002231,USER00002231,16-07-2024,21-11-2023,Books,474.92,3,Changed mind,Returned,-238,65,Male,City20,Credit Card,Express,38.47
ORD00002232,PROD00002232,USER00002232,14-08-2023,06-03-2023,Books,103.36,1,Defective,Returned,-72,26,Female,City78,Debit Card,Next-Day,18.81
ORD00002234,PROD00002234,USER00002234,22-01-2023,06-10-2023,Clothing,457.37,4,Changed mind,Returned,139,25,Female,City93,Credit Card,Standard,13.73
ORD00002239,PROD00002239,USER00002239,26-10-2024,09-08-2023,Clothing,27.57,5,Defective,Returned,-414,69,Female,City32,Gift Card,Next-Day,37.9
ORD00002240,PROD00002240,USER00002240,26-04-2023,26-04-2024,Toys,169.17,2,Wrong item,Returned,366,30,Female,City38,Credit Card,Next-Day,26.13
ORD00002242,PROD00002242,USER00002242,17-10-2023,09-12-2024,Clothing,49.36,1,Defective,Returned,331,29,Female,City84,PayPal,Standard,6.76
ORD00002243,PROD00002243,USER00002243,30-07-2024,23-09-2023,Electronics,277.98,3,Not as described,Returned,-311,21,Female,City28,Credit Card,Next-Day,13.18
ORD00002244,PROD00002244,USER00002244,21-01-2024,10-05-2023,Electronics,28.91,2,Not as described,Returned,-108,56,Female,City68,Credit Card,Standard,2.59
ORD00002248,PROD00002248,USER00002248,28-07-2023,11-02-2023,Electronics,251.82,5,Changed mind,Returned,97,25,Male,City32,Gift Card,Express,40.12
ORD00002250,PROD00002250,USER00002250,19-07-2023,19-04-2023,Clothing,43.24,4,Wrong item,Returned,-91,57,Female,City24,Credit Card,Standard,11.69
ORD00002253,PROD00002253,USER00002253,29-11-2023,06-01-2024,Books,329.21,1,Changed mind,Returned,185,52,Female,City100,Credit Card,Express,13.08
ORD00002258,PROD00002258,USER00002258,08-06-2024,22-03-2024,Books,68.25,3,Defective,Returned,-137,42,Male,City11,Debit Card,Express,47.28
ORD00002266,PROD00002266,USER00002266,02-06-2024,19-06-2023,Electronics,333.55,1,Not as described,Returned,-232,36,Male,City84,Credit Card,Express,22.89
ORD00002267,PROD00002267,USER00002267,27-09-2023,04-02-2023,Home,222.34,3,Changed mind,Returned,-178,43,Female,City12,Debit Card,Express,29.44
ORD00002270,PROD00002270,USER00002270,16-09-2024,14-04-2023,Home,200.62,5,Not as described,Returned,-521,34,Female,City6,Credit Card,Express,30.06
ORD00002271,PROD00002271,USER00002271,27-06-2023,17-07-2023,Clothing,351.51,2,Not as described,Returned,20,40,Female,City56,Debit Card,Next-Day,20.24
ORD00002273,PROD00002273,USER00002273,23-03-2024,18-12-2023,Books,381.57,2,Wrong item,Returned,-96,36,Female,City85,Debit Card,Next-Day,2.65
ORD00002274,PROD00002274,USER00002274,10-05-2024,25-12-2024,Electronics,232.1,3,Wrong item,Returned,81,30,Female,City48,Gift Card,Standard,13.85
ORD00002275,PROD00002275,USER00002275,03-04-2024,15-01-2024,Clothing,61.57,4,Changed mind,Returned,-49,35,Male,City72,Gift Card,Standard,20.39
ORD00002279,PROD00002279,USER00002279,14-07-2024,13-06-2023,Electronics,309.01,4,Changed mind,Returned,-397,49,Female,City75,PayPal,Standard,37.64
ORD00002282,PROD00002282,USER00002282,02-05-2024,31-12-2023,Books,102,3,Not as described,Returned,-36,69,Male,City74,Gift Card,Express,24.68
ORD00002285,PROD00002285,USER00002285,06-06-2023,05-02-2023,Clothing,99.75,1,Not as described,Returned,-35,49,Female,City75,Gift Card,Standard,6.92
ORD00002286,PROD00002286,USER00002286,07-01-2024,11-03-2023,Electronics,141,2,Changed mind,Returned,-241,51,Female,City63,Debit Card,Express,13.17
ORD00002287,PROD00002287,USER00002287,16-07-2024,11-06-2024,Clothing,496.48,1,Defective,Returned,113,31,Male,City46,Gift Card,Express,25.36
ORD00002288,PROD00002288,USER00002288,04-09-2023,22-02-2024,Home,173.32,4,Changed mind,Returned,319,69,Female,City3,Gift Card,Standard,33.52
ORD00002289,PROD00002289,USER00002289,27-02-2023,12-09-2023,Books,15.82,5,Not as described,Returned,285,39,Male,City32,Credit Card,Express,7.28
ORD00002290,PROD00002290,USER00002290,06-10-2024,11-04-2023,Clothing,302.76,1,Defective,Returned,-219,31,Male,City63,PayPal,Express,24.64
ORD00002291,PROD00002291,USER00002291,05-06-2023,28-11-2024,Home,434.39,2,Changed mind,Returned,572,63,Female,City28,PayPal,Next-Day,9.97
ORD00002297,PROD00002297,USER00002297,11-11-2023,15-12-2023,Books,472.67,2,Changed mind,Returned,34,29,Female,City4,Debit Card,Express,20.41
ORD00002299,PROD00002299,USER00002299,17-06-2024,02-09-2024,Books,238.52,2,Changed mind,Returned,-129,45,Male,City53,Credit Card,Standard,9.09
ORD00002300,PROD00002300,USER00002300,22-12-2023,12-04-2023,Electronics,176.4,1,Not as described,Returned,-18,56,Male,City74,PayPal,Express,20.95
ORD00002301,PROD00002301,USER00002301,09-10-2023,07-06-2024,Electronics,155.73,3,Wrong item,Returned,300,44,Female,City60,Debit Card,Express,46.2
ORD00002304,PROD00002304,USER00002304,18-07-2024,02-11-2023,Electronics,5.97,4,Defective,Returned,-523,26,Female,City14,Gift Card,Standard,0.06
ORD00002309,PROD00002309,USER00002309,22-04-2023,27-04-2023,Clothing,73.56,1,Defective,Returned,5,51,Female,City5,Debit Card,Next-Day,34.07
ORD00002310,PROD00002310,USER00002310,20-12-2024,06-12-2024,Toys,349.8,2,Not as described,Returned,-191,52,Female,City35,Debit Card,Express,38.61
ORD00002313,PROD00002313,USER00002313,05-09-2023,27-09-2024,Home,307.23,2,Defective,Returned,507,50,Female,City90,Gift Card,Standard,35.99
ORD00002314,PROD00002314,USER00002314,09-06-2024,24-02-2024,Books,446.43,2,Defective,Returned,-195,50,Male,City31,Credit Card,Express,14.8
ORD00002318,PROD00002318,USER00002318,13-03-2024,23-09-2023,Clothing,265.58,1,Not as described,Returned,-172,47,Male,City84,Debit Card,Standard,42.5
ORD00002320,PROD00002320,USER00002320,09-08-2024,25-04-2023,Electronics,382.88,4,Defective,Returned,-502,54,Male,City50,Debit Card,Standard,46.28
ORD00002321,PROD00002321,USER00002321,11-10-2024,03-09-2023,Electronics,144.58,4,Wrong item,Returned,-612,66,Male,City73,Debit Card,Next-Day,49.62
ORD00002324,PROD00002324,USER00002324,26-09-2023,31-03-2023,Books,414.45,1,Wrong item,Returned,-179,19,Female,City44,Debit Card,Next-Day,35.4
ORD00002326,PROD00002326,USER00002326,10-04-2024,05-02-2024,Electronics,302.94,5,Changed mind,Returned,-155,29,Female,City55,Gift Card,Next-Day,25.93
ORD00002327,PROD00002327,USER00002327,09-02-2024,27-05-2023,Electronics,102.92,2,Not as described,Returned,-464,45,Female,City43,Credit Card,Standard,27.9
ORD00002331,PROD00002331,USER00002331,31-03-2023,18-07-2024,Home,135.5,5,Wrong item,Returned,475,45,Female,City84,Credit Card,Express,32.16
ORD00002334,PROD00002334,USER00002334,15-07-2023,26-09-2024,Electronics,480.49,1,Defective,Returned,439,66,Female,City10,Credit Card,Express,18.76
ORD00002336,PROD00002336,USER00002336,16-06-2023,24-04-2023,Home,318.65,5,Changed mind,Returned,-53,23,Male,City9,Credit Card,Next-Day,1.79
ORD00002339,PROD00002339,USER00002339,02-02-2023,25-09-2024,Books,48.52,3,Defective,Returned,601,26,Male,City20,Gift Card,Standard,15.94
ORD00002341,PROD00002341,USER00002341,04-01-2023,26-07-2023,Books,215.35,1,Wrong item,Returned,116,66,Female,City57,Credit Card,Next-Day,43.56
ORD00002342,PROD00002342,USER00002342,17-07-2023,17-06-2024,Clothing,83.73,2,Changed mind,Returned,336,61,Male,City52,PayPal,Next-Day,23.05
ORD00002344,PROD00002344,USER00002344,20-03-2023,12-01-2023,Home,481.75,1,Not as described,Returned,256,22,Female,City94,Credit Card,Express,8.22
ORD00002346,PROD00002346,USER00002346,07-12-2024,17-11-2023,Clothing,112.56,5,Not as described,Returned,-238,57,Male,City72,Credit Card,Next-Day,26.19
ORD00002347,PROD00002347,USER00002347,04-09-2024,15-05-2024,Toys,446.58,5,Wrong item,Returned,36,35,Male,City13,PayPal,Next-Day,40.77
ORD00002348,PROD00002348,USER00002348,27-01-2023,29-05-2024,Toys,13.72,5,Wrong item,Returned,488,53,Male,City23,Credit Card,Next-Day,29.75
ORD00002349,PROD00002349,USER00002349,28-05-2023,15-10-2023,Clothing,436.57,5,Changed mind,Returned,140,37,Female,City62,Credit Card,Express,30.24
ORD00002350,PROD00002350,USER00002350,02-01-2024,05-04-2024,Home,239.43,4,Defective,Returned,93,70,Female,City12,Debit Card,Next-Day,20.62
ORD00002353,PROD00002353,USER00002353,05-10-2024,19-02-2023,Toys,92.56,4,Changed mind,Returned,-446,34,Female,City33,PayPal,Next-Day,29.42
ORD00002355,PROD00002355,USER00002355,29-02-2024,25-08-2023,Electronics,344.06,3,Wrong item,Returned,-188,19,Female,City92,Gift Card,Express,44.87
ORD00002358,PROD00002358,USER00002358,02-07-2024,18-10-2024,Toys,23.78,1,Not as described,Returned,254,26,Female,City53,Debit Card,Next-Day,18.43
ORD00002362,PROD00002362,USER00002362,08-03-2023,09-07-2024,Books,491.79,3,Changed mind,Returned,401,27,Male,City43,PayPal,Standard,30.11
ORD00002365,PROD00002365,USER00002365,07-08-2023,13-08-2023,Books,453.7,4,Defective,Returned,36,70,Female,City88,Debit Card,Standard,4.34
ORD00002368,PROD00002368,USER00002368,27-01-2024,29-07-2024,Electronics,430.72,3,Not as described,Returned,184,53,Female,City39,Gift Card,Express,22.52
ORD00002370,PROD00002370,USER00002370,26-01-2024,20-08-2024,Clothing,125.13,4,Wrong item,Returned,207,63,Female,City51,Debit Card,Express,28.15
ORD00002371,PROD00002371,USER00002371,02-06-2024,09-10-2024,Home,29.63,5,Changed mind,Returned,217,57,Female,City18,Credit Card,Express,45.12
ORD00002372,PROD00002372,USER00002372,21-04-2023,03-03-2024,Books,434.02,1,Wrong item,Returned,317,70,Female,City4,PayPal,Next-Day,49.21
